,alpha,beta,gamma,tau,scf_bs,nn_scf_bs
945,31.2,0.44,10.02,0.52,4.537429215,4.285361
946,15.0,0.23,28.0,0.32,8.736328985,8.351233
947,35.0,0.39,12.0,0.45,5.224258303,5.2067637
948,28.0,0.55,16.0,0.57,7.75828472,7.6017876
949,33.15,0.31,23.1,0.4,8.77370362,8.393675
950,15.0,0.39,19.0,0.54,8.39338639,8.218886
951,16.0,0.44,31.0,0.46,12.57624364,12.311199
952,23.0,0.6,16.0,0.6,7.536015634,7.702992
953,36.0,0.36,21.0,0.41,8.189450549,8.118963
954,31.0,0.28,19.0,0.33,6.667752882,6.400416
955,23.0,0.48,16.0,0.56,7.468350182,7.435405
956,39.0,0.37,18.0,0.42,7.525885276,7.256159
957,32.0,0.38,19.0,0.45,8.019259732,7.811787
958,33.0,0.38,12.0,0.38,5.014174327,4.9274225
959,13.0,0.38,29.0,0.53,11.64322911,11.766564
960,12.87,0.2,15.24,0.45,5.028671602,5.039781
961,36.0,0.38,19.0,0.43,7.930484699,7.6978793
962,19.0,0.38,14.0,0.5,6.097368738,6.1411676
963,22.0,0.24,23.0,0.28,7.061372544,6.9169216
964,14.33,0.45,19.68,0.55,8.975272821,8.700473
965,20.0,0.25,10.0,0.48,3.633256021,3.5014014
966,33.0,0.24,26.0,0.26,7.443735924,7.4638867
967,28.0,0.32,22.0,0.37,7.886738979,7.8166766
968,13.0,0.43,13.0,0.56,5.922431188,6.016396
969,35.37,0.23,26.86,0.28,7.375738398,7.8660665
970,35.29,0.29,20.1,0.37,7.452269258,7.115166
971,7.26,0.2,19.05,0.39,5.543423899,5.7276735
972,21.0,0.27,31.0,0.29,9.16048997,8.8478775
973,13.0,0.43,25.0,0.56,10.72135771,10.801812
974,34.28,0.25,12.29,0.41,4.515774429,4.482512
